CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,CustomerSentimentScore,Churn,PushNotificationClicks,EmailOpenRate,AppUsageTime,SocialMediaAdClicks,ProductReviewCount,ReferralCount,CartAbandonmentRate,WishlistItems,AverageSessionDuration,DeviceType
CUST0557,19,Non-Binary,Lake Wesley,Silver,3,6259.96,Home Goods,2024-07-03,3.86,36.03,88,0.48,-0.72,0,4,0.68,2.38,9,28,1,0.39,17,1.58,Mobile
CUST0558,60,Male,West Linda,Silver,18,327.31,Toys,2024-06-22,5.7,17.58,13,0.38,-0.84,1,20,0.88,67.43,8,47,3,0.77,7,2.58,Mobile
CUST0559,30,Male,Bakermouth,Bronze,99,5623.29,Books,2024-09-19,4.58,54.93,83,0.29,-0.06,0,8,0.03,0.73,12,21,7,0.56,19,5.06,Mobile
CUST0560,43,Non-Binary,North Oliviamouth,Bronze,99,1634.51,Toys,2024-12-08,2.02,51.9,74,0.07,0.64,0,39,0.81,101.41,9,9,4,0.15,19,6.87,Mobile
CUST0561,39,Non-Binary,New Michael,Gold,9,6438.37,Electronics,2024-03-11,4.46,58.1,81,0.2,0.64,0,10,0.32,57.42,7,17,1,0.51,10,1.37,Mobile
CUST0562,35,Non-Binary,Rodriguezbury,Platinum,90,4626.1,Home Goods,2024-04-29,5.2,24.44,96,0.27,0.27,1,28,0.47,31.45,3,23,2,0.8,4,22.91,Desktop
CUST0563,22,Male,Lake Brooketon,Bronze,92,4235.27,Home Goods,2024-03-16,4.62,36.67,95,0.07,-0.89,0,48,0.05,104.33,0,10,8,0.56,10,11.48,Tablet
CUST0564,67,Female,Stewartmouth,Silver,95,8926.91,Home Goods,2024-05-09,4.22,51.82,10,0.39,0.69,1,0,0.62,69.92,4,7,3,0.54,16,21.52,Mobile
CUST0565,35,Female,Coxbury,Bronze,41,6455.17,Clothing,2024-10-03,3.35,9.08,59,0.41,-0.3,0,50,0.43,85.09,18,24,9,0.29,1,15.95,Mobile
CUST0566,40,Non-Binary,Port Richard,Silver,47,1821.75,Books,2024-07-27,3.48,46.19,48,0.05,-0.67,0,39,0.85,58.18,3,18,10,0.48,1,9.21,Desktop
CUST0567,59,Male,Lake Lindaburgh,Platinum,99,2237.48,Electronics,2024-06-17,1.97,13.87,43,0.32,-0.05,0,43,0.39,63.59,4,10,1,0.86,0,7.99,Tablet
CUST0568,50,Non-Binary,New Kellyport,Gold,58,5660.43,Toys,2024-04-16,8.68,28.21,27,0.32,0.92,1,37,0.33,119.35,0,41,10,0.96,18,21.87,Tablet
CUST0569,43,Non-Binary,Danielbury,Gold,96,9947.45,Books,2024-10-10,8.21,2.73,96,0.48,0.96,0,13,0.14,93.84,18,2,7,0.07,13,9.88,Desktop
CUST0570,61,Female,Jameshaven,Gold,28,2358.29,Clothing,2024-05-17,4.99,7.38,22,0.05,0.91,1,46,0.95,101.95,15,44,5,0.2,6,18.96,Tablet
CUST0571,52,Non-Binary,North Eric,Bronze,24,6106.64,Clothing,2024-10-14,5.48,41.19,37,0.33,0.37,0,3,0.46,20.31,13,5,10,0.92,2,22.01,Mobile
CUST0572,39,Non-Binary,Susanburgh,Gold,42,3325.2,Books,2024-05-17,0.54,31.85,39,0.02,0.73,0,26,0.59,91.58,20,7,6,0.07,16,22.05,Tablet
CUST0573,19,Non-Binary,Johnsonfort,Silver,60,6659.18,Electronics,2024-10-06,5.32,1.53,67,0.14,0.09,0,30,0.25,29.26,10,47,7,0.97,1,11.57,Tablet
CUST0574,25,Male,New Daniel,Bronze,30,9087.81,Clothing,2024-02-26,6.29,2.56,30,0.34,0.81,1,27,0.47,55.18,16,33,3,0.34,1,24.22,Mobile
CUST0575,34,Female,Carlastad,Bronze,59,6536.88,Home Goods,2024-02-28,2.82,30.23,32,0.18,0.57,1,40,0.5,99.22,6,3,5,0.09,18,26.49,Tablet
CUST0576,29,Male,Griffinfort,Platinum,47,8995.37,Home Goods,2024-07-19,7.84,54.87,27,0.03,0.5,1,16,0.84,64.62,20,33,0,0.48,17,1.09,Mobile
CUST0577,55,Non-Binary,West Danielle,Platinum,43,5250.06,Books,2024-03-28,6.68,17.19,100,0.44,-0.48,1,8,0.08,71.8,11,10,10,0.65,20,27.39,Mobile
CUST0578,34,Non-Binary,Erikport,Bronze,26,6606.87,Home Goods,2024-06-16,7.83,3.86,65,0.16,0.87,0,3,0.43,17.07,15,49,8,0.03,12,14.37,Desktop
CUST0579,20,Non-Binary,South Joseph,Bronze,87,5655.42,Home Goods,2024-10-25,6.3,25.83,99,0.28,0.69,0,40,0.54,68.17,3,43,2,0.97,7,28.67,Mobile
CUST0580,24,Male,Port Nicholasmouth,Bronze,91,273.24,Books,2024-09-30,2.58,15.73,61,0.03,0.27,1,45,0.49,27.59,20,41,2,0.64,6,11.4,Desktop
CUST0581,56,Female,Hudsonshire,Bronze,34,8205.85,Books,2024-02-12,8.38,13.76,14,0.32,0.28,0,44,0.88,80.33,15,38,0,0.17,2,6.55,Mobile
CUST0582,45,Male,Port Johnfort,Bronze,33,2918.54,Books,2024-02-03,2.89,13.71,47,0.3,0.07,1,50,0.11,90.76,16,20,4,0.99,12,10.16,Desktop
CUST0583,40,Male,Millerborough,Silver,78,130.42,Clothing,2024-03-02,2.82,2.81,9,0.07,0.38,1,7,0.94,99.44,13,16,7,0.02,12,8.38,Tablet
CUST0584,64,Female,Michaelstad,Bronze,96,3512.36,Electronics,2024-11-12,9.77,45.41,40,0.24,0.43,0,46,0.03,82.35,4,40,10,0.5,11,29.75,Mobile
CUST0585,68,Male,West Ryan,Silver,3,4133.97,Home Goods,2024-09-24,4.59,20.92,36,0.21,0.76,1,49,0.08,40.4,0,35,10,0.83,19,4.63,Mobile
CUST0586,38,Non-Binary,Randyside,Gold,18,6669.47,Electronics,2024-09-29,6.17,32.54,92,0.45,-0.84,1,5,0.45,110.0,16,41,3,0.79,7,27.32,Mobile
CUST0587,45,Male,South Leahside,Silver,16,9817.82,Books,2024-11-26,3.7,29.96,63,0.32,-0.67,0,31,0.47,108.66,19,20,0,0.81,14,7.48,Desktop
CUST0588,56,Female,Lake Saramouth,Gold,83,9032.26,Electronics,2024-12-09,5.59,17.83,38,0.03,-0.27,0,48,0.4,105.46,5,8,1,0.1,6,2.54,Mobile
CUST0589,50,Non-Binary,Heathershire,Platinum,53,5706.05,Electronics,2024-06-19,3.88,42.05,55,0.33,-0.96,1,44,0.94,74.11,14,5,9,0.15,10,23.81,Tablet
CUST0590,25,Male,South Michelehaven,Platinum,55,4398.07,Books,2024-09-27,7.75,41.92,79,0.16,-0.39,0,15,0.05,41.03,18,46,2,0.77,1,22.34,Desktop
CUST0591,42,Female,Robertschester,Bronze,51,396.4,Clothing,2024-08-16,8.01,33.57,14,0.4,0.76,0,4,0.18,88.15,18,5,4,0.91,2,25.96,Tablet
CUST0592,54,Non-Binary,East Brandon,Silver,63,8065.39,Electronics,2024-09-01,3.53,37.76,14,0.32,-0.88,0,2,0.01,108.82,15,41,9,0.13,1,21.44,Mobile
CUST0593,30,Female,Armstrongton,Gold,7,7862.35,Toys,2024-05-03,1.07,39.41,59,0.17,0.96,0,4,0.65,24.27,19,8,10,0.76,6,6.52,Desktop
CUST0594,34,Female,Jenkinschester,Gold,68,4121.69,Books,2024-11-20,9.95,15.36,80,0.33,0.36,0,2,0.25,7.46,6,7,0,0.74,16,11.68,Tablet
CUST0595,20,Male,Clintontown,Silver,8,7654.74,Electronics,2024-08-11,0.8,20.77,7,0.37,0.56,1,39,0.7,14.98,8,44,7,0.14,1,27.5,Mobile
CUST0596,63,Male,Lake Kevinland,Bronze,66,5490.55,Home Goods,2024-12-16,2.16,44.2,91,0.43,0.85,1,7,0.31,89.59,17,23,4,0.04,0,26.25,Desktop
CUST0597,45,Non-Binary,New Patriciaberg,Silver,48,1551.46,Books,2024-09-25,3.06,50.6,88,0.33,-0.75,0,1,0.13,38.69,6,36,8,0.42,12,13.01,Desktop
CUST0598,18,Female,Clarkborough,Platinum,3,6643.09,Home Goods,2024-12-03,4.9,30.08,70,0.26,-0.8,0,43,0.51,47.5,5,19,8,0.89,3,20.21,Tablet
CUST0599,51,Male,West Rachel,Platinum,73,1025.62,Books,2024-04-23,7.46,9.39,57,0.03,-0.11,0,49,0.14,91.97,18,50,2,0.56,19,1.2,Desktop
CUST0600,69,Non-Binary,West Elizabethtown,Bronze,56,5551.08,Toys,2024-10-04,0.58,51.2,1,0.34,0.4,0,16,0.34,84.02,8,27,4,0.85,10,17.26,Desktop
CUST0601,52,Female,East Michelle,Silver,5,5771.84,Clothing,2024-11-23,4.85,20.18,17,0.4,0.03,1,25,0.18,95.19,16,15,1,0.18,16,21.87,Mobile
CUST0602,61,Female,Jamesborough,Platinum,65,3512.7,Books,2024-08-16,3.16,32.96,61,0.2,-1.0,1,2,0.03,53.43,0,12,8,0.92,15,17.12,Desktop
CUST0603,64,Male,New Stephanie,Gold,42,6340.49,Electronics,2024-11-23,9.22,41.85,18,0.29,0.06,0,3,0.31,62.11,15,15,3,0.81,6,29.38,Desktop
CUST0604,65,Male,New Christopherhaven,Gold,69,9242.27,Clothing,2024-02-24,7.7,41.47,68,0.21,-0.81,0,21,0.17,99.6,8,35,10,0.7,0,11.18,Tablet
CUST0605,65,Male,South Matthewview,Silver,63,2244.66,Electronics,2025-01-03,7.71,33.47,23,0.25,0.97,0,11,0.26,44.13,4,6,3,0.7,3,19.08,Tablet
CUST0606,60,Non-Binary,Carolineville,Bronze,37,5661.76,Books,2024-12-17,5.89,20.92,4,0.44,0.32,1,41,0.34,76.81,12,48,5,0.37,19,24.0,Mobile
CUST0607,30,Male,South Adam,Gold,74,8106.55,Home Goods,2024-05-08,7.12,17.19,32,0.16,-0.09,1,2,0.7,50.95,16,47,6,0.66,5,19.22,Mobile
CUST0608,41,Male,Port Bonnie,Gold,43,1072.7,Home Goods,2024-11-02,4.74,19.67,6,0.17,-0.17,1,19,0.19,52.15,19,30,7,0.42,9,12.55,Mobile
CUST0609,45,Non-Binary,Lake Sandra,Platinum,82,8323.08,Clothing,2024-03-27,9.19,52.35,5,0.26,-0.14,1,37,0.63,5.64,0,36,2,0.84,8,16.72,Mobile
CUST0610,22,Non-Binary,South Robert,Gold,9,8834.64,Toys,2024-05-06,5.16,13.48,79,0.37,-0.53,0,21,0.15,13.26,3,42,0,0.63,3,2.76,Tablet
CUST0611,60,Female,Mendozachester,Silver,95,7688.26,Electronics,2025-01-11,1.85,46.39,30,0.25,-0.27,1,24,0.88,62.02,14,34,7,0.64,17,20.74,Tablet
CUST0612,39,Male,East Ashleyfort,Silver,10,8091.6,Clothing,2024-01-26,9.74,53.76,84,0.27,-0.83,1,26,0.02,10.06,11,16,10,0.42,19,13.31,Desktop
CUST0613,57,Male,Erinfort,Platinum,73,3205.58,Books,2024-12-22,3.49,57.33,93,0.12,-0.7,0,34,0.36,23.45,1,9,10,0.22,5,9.0,Mobile
CUST0614,38,Non-Binary,Vickihaven,Silver,12,3434.84,Home Goods,2024-03-02,6.53,47.12,92,0.18,-0.16,0,25,1.0,52.54,3,28,1,0.31,7,1.87,Tablet
CUST0615,60,Male,South Jonathon,Silver,72,9245.88,Electronics,2025-01-06,9.26,57.87,66,0.39,-0.6,0,45,0.65,70.25,14,26,10,0.95,8,14.04,Desktop
CUST0616,25,Non-Binary,Lake Sarah,Platinum,100,1289.84,Home Goods,2024-08-09,6.84,55.24,1,0.39,0.31,1,22,0.03,27.43,15,37,9,0.85,17,15.98,Mobile
CUST0617,64,Non-Binary,South Trevorview,Platinum,15,8448.75,Toys,2024-09-09,9.71,31.64,69,0.44,-0.77,0,5,0.25,10.71,11,2,0,1.0,5,10.1,Mobile
CUST0618,37,Male,South Jasonport,Platinum,69,7794.46,Home Goods,2024-06-17,0.55,10.74,93,0.34,-0.98,0,1,0.08,55.28,8,6,1,0.01,4,5.31,Mobile
CUST0619,50,Female,Nicoleberg,Platinum,21,4046.84,Books,2024-06-25,5.84,45.31,25,0.14,0.53,1,12,0.19,23.61,14,29,4,0.74,5,25.44,Mobile
CUST0620,37,Non-Binary,Hesschester,Gold,66,1574.63,Clothing,2024-12-13,0.77,26.27,36,0.33,0.87,1,35,0.79,111.12,11,29,7,0.97,9,16.84,Desktop
CUST0621,60,Male,North Sandra,Bronze,12,5917.35,Books,2024-02-28,4.51,33.02,80,0.44,0.07,1,38,0.33,119.26,1,1,3,0.81,14,19.6,Desktop
CUST0622,44,Female,New Stephenfort,Platinum,74,7754.13,Electronics,2024-03-19,3.68,54.62,91,0.31,0.05,0,22,0.35,67.19,7,24,4,0.36,2,6.59,Mobile
CUST0623,38,Female,Rayborough,Silver,60,8512.66,Clothing,2025-01-03,9.93,33.32,72,0.42,-0.13,0,13,0.33,42.25,20,39,2,0.42,11,12.29,Desktop
CUST0624,43,Female,Leslieland,Bronze,79,2791.82,Toys,2024-06-06,1.54,29.85,82,0.21,-0.16,0,30,0.31,66.11,2,41,7,0.42,20,23.13,Desktop
CUST0625,62,Female,Andersonhaven,Bronze,84,9000.04,Clothing,2024-02-27,0.87,24.39,14,0.35,0.48,1,43,0.44,29.99,13,3,2,0.34,10,3.76,Mobile
CUST0626,36,Male,North Miguelside,Bronze,25,8560.91,Home Goods,2024-07-21,1.76,34.19,22,0.34,-0.39,0,40,0.39,68.53,20,44,2,0.2,3,9.58,Desktop
CUST0627,53,Male,Lake Allisonton,Gold,97,8342.05,Home Goods,2024-03-01,7.12,38.46,26,0.03,-0.42,0,11,0.42,76.12,16,21,0,0.14,10,3.06,Desktop
CUST0628,26,Male,New Edward,Gold,10,1726.03,Books,2024-01-27,0.55,9.58,21,0.03,0.77,0,8,0.61,53.69,3,14,8,0.09,2,14.29,Desktop
CUST0629,30,Male,New Michael,Platinum,99,7548.1,Toys,2024-07-03,9.93,15.19,14,0.03,-0.3,1,29,0.22,87.8,11,12,9,0.1,10,25.85,Desktop
CUST0630,44,Female,Williamville,Silver,88,109.68,Books,2024-04-21,0.72,2.0,48,0.18,0.21,1,49,0.3,75.93,14,29,5,0.69,20,10.65,Desktop
CUST0631,60,Female,Arellanoborough,Platinum,56,6710.39,Clothing,2024-06-15,2.26,16.23,85,0.3,-0.38,0,45,0.6,7.19,6,3,8,0.68,5,25.11,Desktop
CUST0632,42,Non-Binary,Carneymouth,Bronze,36,5187.6,Books,2024-07-28,5.84,14.89,87,0.47,0.1,1,49,0.32,13.74,13,43,10,0.97,16,9.44,Desktop
CUST0633,61,Female,Castroborough,Platinum,60,6043.89,Clothing,2024-10-31,3.46,16.06,1,0.28,-0.33,0,33,0.83,81.2,13,7,0,0.83,11,17.23,Mobile
CUST0634,65,Female,Port Jessica,Bronze,58,9082.66,Toys,2024-10-31,3.76,22.48,3,0.14,0.27,1,14,0.65,100.98,9,38,9,0.25,9,26.4,Mobile
CUST0635,29,Non-Binary,East Justinfort,Silver,95,3953.93,Toys,2024-04-05,8.9,19.36,47,0.49,-0.42,0,36,0.18,29.09,0,40,0,0.52,17,18.06,Mobile
CUST0636,57,Male,North Melindaburgh,Bronze,20,9984.59,Home Goods,2024-07-10,1.82,25.84,76,0.45,-0.63,1,11,0.15,24.51,19,15,10,0.66,18,3.38,Mobile
CUST0637,54,Male,East Samantha,Gold,84,1256.16,Electronics,2024-09-01,4.91,48.17,90,0.28,-0.66,0,47,0.93,119.42,13,24,1,0.05,11,11.99,Desktop
CUST0638,37,Male,Jameshaven,Platinum,43,9798.54,Books,2024-12-23,3.02,31.52,27,0.38,-0.08,1,38,0.81,51.41,17,14,5,1.0,19,15.03,Desktop
CUST0639,43,Male,East Cynthia,Platinum,10,3933.16,Books,2024-10-11,7.0,44.55,22,0.4,0.85,1,0,0.37,73.13,0,38,1,0.87,16,19.85,Tablet
CUST0640,53,Male,Davidton,Gold,24,2100.38,Books,2024-08-23,6.89,56.68,33,0.21,0.08,0,10,0.97,24.14,3,49,7,0.6,14,21.33,Desktop
CUST0641,18,Non-Binary,Port Natasha,Gold,83,904.02,Home Goods,2024-10-25,2.71,16.68,89,0.32,0.67,0,21,0.15,38.61,5,47,4,0.05,2,15.29,Tablet
CUST0642,37,Non-Binary,West Brian,Gold,74,2014.0,Clothing,2024-11-08,2.63,24.18,9,0.42,0.28,0,50,0.97,22.1,0,39,10,0.05,2,6.17,Mobile
CUST0643,36,Male,East Kimberly,Bronze,44,6157.71,Electronics,2024-03-26,5.17,29.97,69,0.06,-0.02,1,13,0.66,102.36,0,33,8,0.46,19,24.38,Mobile
CUST0644,31,Female,New John,Gold,59,8253.25,Books,2024-12-10,8.66,6.21,29,0.02,-0.04,1,11,0.19,31.43,6,50,9,0.23,13,17.82,Mobile
CUST0645,45,Female,Lewisville,Silver,68,8250.92,Books,2024-01-31,7.71,3.28,17,0.29,0.51,1,19,0.9,23.32,18,44,8,0.58,20,3.04,Mobile
CUST0646,68,Female,Holtmouth,Platinum,100,352.3,Clothing,2024-02-22,2.29,14.45,87,0.06,0.36,0,17,0.29,44.36,0,26,6,0.94,19,6.7,Desktop
CUST0647,55,Non-Binary,Portermouth,Platinum,89,9458.9,Clothing,2024-07-09,8.08,27.98,94,0.22,0.15,1,33,0.2,53.62,16,47,2,0.62,0,11.4,Mobile
CUST0648,56,Female,Sheriborough,Silver,95,3814.4,Books,2024-04-29,7.39,21.37,96,0.29,-0.82,0,34,0.01,92.93,20,21,2,0.93,4,27.53,Tablet
CUST0649,59,Non-Binary,Lake Gregory,Platinum,56,654.26,Electronics,2024-02-08,1.46,10.95,44,0.26,0.25,0,34,0.1,20.76,3,4,0,0.18,3,20.55,Mobile
CUST0650,38,Male,North Jenniferton,Gold,3,6518.02,Clothing,2024-12-04,1.85,27.09,23,0.23,-0.23,0,1,0.24,106.74,19,16,6,0.53,7,13.75,Desktop
CUST0651,47,Female,Port Thomasside,Platinum,52,893.03,Home Goods,2024-09-27,6.74,24.58,91,0.05,-0.55,1,31,0.18,38.72,14,40,8,0.12,16,28.48,Tablet
CUST0652,46,Female,West Marcusbury,Silver,74,6335.63,Clothing,2024-10-12,5.97,8.19,57,0.41,-0.68,1,49,0.5,37.21,1,13,6,0.96,13,14.96,Tablet
CUST0653,46,Male,Hodgesburgh,Gold,38,824.31,Toys,2024-09-14,3.11,22.14,49,0.48,0.34,1,26,0.37,15.45,9,26,7,0.01,17,19.46,Tablet
CUST0654,61,Male,Lake Kelseyburgh,Bronze,1,7403.53,Books,2024-04-04,8.75,18.81,20,0.26,-0.5,0,38,0.53,8.26,14,16,3,0.12,12,2.3,Desktop
CUST0655,31,Female,North Robertbury,Bronze,80,637.8,Books,2024-07-22,4.31,31.26,46,0.07,-0.04,1,46,0.62,76.79,12,27,6,0.99,2,19.52,Desktop
CUST0656,50,Female,Port Lauren,Gold,50,4137.13,Books,2024-10-22,2.25,7.54,18,0.21,0.66,1,45,0.45,50.98,10,11,4,0.93,20,23.16,Mobile
CUST0657,48,Female,East James,Platinum,3,1854.17,Clothing,2024-05-23,4.88,46.8,83,0.21,-0.8,0,27,0.6,45.59,19,36,3,0.2,20,19.67,Mobile
CUST0658,68,Female,Sheltonshire,Silver,2,6332.42,Home Goods,2024-07-05,3.01,15.93,5,0.27,0.35,1,22,0.58,22.43,10,24,10,0.69,3,7.29,Tablet
CUST0659,68,Female,Blackstad,Gold,29,2039.41,Toys,2024-12-07,5.74,5.69,20,0.28,-0.97,1,29,1.0,73.36,9,45,8,0.53,17,18.61,Desktop
CUST0660,65,Non-Binary,Lesliefurt,Silver,42,5866.38,Clothing,2025-01-10,8.48,26.93,11,0.12,0.23,1,30,0.41,91.98,9,44,9,0.88,7,11.56,Mobile
CUST0661,28,Female,New Jacobstad,Bronze,55,4488.8,Clothing,2024-07-10,4.11,33.1,28,0.02,0.42,1,50,0.58,94.56,1,36,4,0.46,18,18.74,Tablet
CUST0662,60,Female,Hawkinsmouth,Gold,20,4170.24,Toys,2024-02-08,2.24,42.7,14,0.43,0.93,0,25,0.74,79.64,17,3,1,0.7,9,21.11,Mobile
CUST0663,23,Non-Binary,Charlesland,Gold,34,1522.12,Books,2024-05-15,6.84,42.97,12,0.28,0.36,1,20,0.11,53.89,17,22,5,0.11,19,3.4,Desktop
CUST0664,36,Male,Lake Deborahport,Silver,29,7326.77,Toys,2024-09-10,1.55,42.48,55,0.2,0.59,1,19,0.57,17.04,17,19,2,0.24,15,29.06,Mobile
CUST0665,50,Male,Port Anthony,Bronze,75,2283.06,Books,2024-05-16,0.99,53.61,59,0.06,0.62,1,13,0.22,30.27,16,45,3,0.88,10,25.07,Mobile
CUST0666,60,Male,Castromouth,Bronze,87,2870.02,Toys,2024-08-01,3.95,5.29,72,0.1,-0.3,0,36,0.84,48.17,10,21,5,0.16,4,7.69,Mobile
CUST0667,58,Non-Binary,Haynesborough,Gold,99,266.5,Electronics,2024-05-16,2.62,32.8,44,0.06,0.99,1,22,0.07,95.8,0,11,9,0.45,15,15.79,Desktop
CUST0668,57,Non-Binary,Amandaberg,Silver,42,5003.16,Books,2024-07-19,2.33,7.98,92,0.04,-0.8,0,38,0.26,39.28,6,4,8,0.09,3,13.02,Desktop
CUST0669,39,Male,Lake Bryan,Gold,69,4482.68,Electronics,2024-05-21,7.29,19.11,37,0.2,0.22,1,10,0.58,91.61,15,37,2,0.45,4,16.91,Desktop
CUST0670,23,Male,East Angela,Platinum,59,2886.86,Home Goods,2024-03-23,3.83,55.13,21,0.17,-0.24,1,35,0.49,106.88,5,2,10,0.09,18,17.24,Tablet
CUST0671,70,Male,Tiffanychester,Bronze,84,1706.89,Toys,2024-02-05,3.28,51.73,67,0.46,0.33,1,36,0.66,81.08,2,50,0,0.35,0,25.68,Tablet
CUST0672,66,Female,Russellberg,Bronze,86,7171.72,Toys,2024-09-07,9.57,52.77,95,0.2,0.47,0,6,0.22,6.01,18,37,2,0.4,8,17.28,Mobile
CUST0673,33,Non-Binary,East Michael,Gold,26,4545.35,Books,2024-10-08,2.97,5.49,27,0.09,-0.72,0,16,0.42,47.8,6,10,9,0.11,5,21.97,Mobile
CUST0674,61,Female,West Christopher,Gold,99,1483.33,Toys,2024-03-08,7.69,31.47,21,0.23,-0.88,1,27,0.42,70.15,0,25,10,0.99,9,18.53,Mobile
CUST0675,37,Non-Binary,New Katherinehaven,Gold,74,4091.87,Clothing,2025-01-15,9.78,10.82,49,0.06,-0.39,1,15,0.96,6.68,9,30,0,0.7,0,7.71,Desktop
CUST0676,32,Non-Binary,Laurenton,Bronze,46,8643.86,Clothing,2024-09-27,8.08,45.16,63,0.43,0.82,1,48,0.05,3.56,2,7,1,0.23,16,16.79,Tablet
CUST0677,69,Female,Justinfort,Bronze,92,6746.79,Electronics,2024-11-04,8.33,2.31,86,0.12,-0.7,1,4,0.96,91.88,17,11,6,0.02,5,8.44,Desktop
CUST0678,30,Male,North Jay,Bronze,74,6003.49,Home Goods,2024-07-16,6.45,20.64,3,0.06,0.44,0,10,0.71,80.82,0,20,6,0.4,15,2.24,Tablet
CUST0679,27,Non-Binary,Porterchester,Platinum,20,3511.05,Home Goods,2024-02-18,6.05,21.05,12,0.23,-0.16,1,41,0.9,46.28,16,34,5,0.88,9,2.59,Mobile
CUST0680,19,Female,Lake William,Gold,25,5599.1,Clothing,2024-12-04,3.58,38.2,95,0.3,0.4,0,49,0.47,65.9,20,50,1,0.9,12,14.43,Mobile
CUST0681,20,Female,North Rubenton,Bronze,99,1011.49,Home Goods,2025-01-14,1.24,23.37,96,0.23,-0.28,0,18,0.31,52.34,9,17,5,0.12,3,25.49,Mobile
CUST0682,33,Non-Binary,Johnton,Platinum,19,8737.24,Electronics,2024-08-13,6.82,21.69,10,0.09,0.93,0,21,0.93,36.72,17,0,1,0.29,19,13.02,Tablet
CUST0683,48,Male,Paulaburgh,Gold,27,7277.38,Home Goods,2024-10-01,9.27,16.23,51,0.43,0.22,0,43,0.19,27.34,4,18,7,0.71,16,20.28,Mobile
CUST0684,57,Non-Binary,Lake Amyburgh,Silver,40,8277.46,Electronics,2024-01-19,3.77,44.75,57,0.4,0.41,0,15,0.1,109.22,18,31,4,0.52,3,18.59,Mobile
CUST0685,67,Non-Binary,Natalieside,Silver,24,9236.01,Toys,2024-01-30,3.9,30.55,64,0.47,0.37,1,16,0.64,118.07,13,26,7,0.04,13,29.03,Mobile
CUST0686,22,Male,New Tabithaport,Gold,13,9238.59,Toys,2024-08-04,7.68,15.56,14,0.3,0.26,1,29,0.46,70.33,0,3,7,0.2,9,20.71,Desktop
CUST0687,47,Female,Roseland,Gold,4,9821.63,Clothing,2024-10-26,2.59,30.89,14,0.46,-0.54,0,16,0.85,27.11,9,32,2,0.99,9,5.94,Desktop
CUST0688,44,Female,South Ricardo,Gold,69,5697.67,Books,2024-12-21,4.81,16.07,55,0.4,0.61,0,37,0.62,43.68,13,42,3,0.94,7,25.53,Tablet
CUST0689,58,Male,Collinsside,Silver,78,9331.6,Clothing,2024-05-11,0.8,51.11,59,0.32,0.01,1,45,0.04,78.63,5,15,10,0.72,6,8.49,Desktop
CUST0690,54,Female,Piercefurt,Platinum,6,761.26,Toys,2024-06-23,7.77,46.95,94,0.47,-0.42,1,43,0.19,59.14,1,47,4,0.78,20,4.03,Tablet
CUST0691,30,Female,Port Sandra,Silver,100,7799.62,Books,2024-10-07,1.79,50.89,68,0.25,-0.21,1,4,0.67,8.52,17,1,3,0.37,15,18.09,Tablet
CUST0692,63,Male,Mitchellfort,Bronze,17,325.08,Electronics,2024-04-20,2.27,14.66,52,0.19,0.85,1,4,0.74,84.12,15,28,10,0.64,6,3.83,Tablet
CUST0693,62,Male,South Sonyastad,Gold,70,9372.09,Home Goods,2024-05-06,8.53,27.67,94,0.28,0.98,1,25,0.33,13.56,7,15,6,0.92,0,19.5,Mobile
CUST0694,42,Female,Jasonbury,Silver,45,6778.86,Toys,2024-06-17,4.45,59.33,17,0.32,0.63,0,2,0.72,103.28,17,21,6,0.9,19,20.74,Desktop
CUST0695,49,Non-Binary,Aprilchester,Gold,9,2701.71,Books,2024-10-25,2.4,48.61,76,0.33,0.37,0,46,0.51,105.44,9,17,10,0.66,1,6.14,Mobile
CUST0696,43,Female,New Terri,Platinum,42,9705.94,Books,2025-01-03,4.7,12.71,0,0.31,0.82,1,32,0.83,77.17,7,26,6,0.96,1,25.77,Mobile
CUST0697,33,Male,South Johnfort,Bronze,41,2064.55,Home Goods,2024-09-04,4.16,52.76,22,0.23,0.55,1,16,0.34,51.08,4,3,4,0.43,18,18.04,Desktop
CUST0698,27,Non-Binary,Lake Susan,Silver,30,4593.28,Electronics,2024-08-19,9.98,40.92,40,0.24,-0.13,1,43,0.73,29.51,5,0,7,0.21,1,3.82,Mobile
CUST0699,59,Non-Binary,Lake Samanthafurt,Platinum,85,982.95,Home Goods,2024-10-01,1.83,38.28,12,0.12,0.1,1,29,0.25,2.27,3,47,9,0.75,12,7.51,Tablet
CUST0700,62,Non-Binary,New Jamesborough,Platinum,27,1413.39,Clothing,2024-06-25,1.33,19.57,42,0.12,0.53,0,34,0.18,81.47,11,31,8,0.12,5,25.63,Tablet
CUST0701,18,Non-Binary,North Lucasview,Bronze,26,9320.73,Home Goods,2024-10-10,3.52,59.52,24,0.38,-0.83,1,43,0.84,9.73,12,37,10,0.21,19,28.61,Tablet
CUST0702,66,Non-Binary,Lake Mary,Bronze,39,3643.0,Books,2024-02-06,5.02,51.01,64,0.39,0.44,0,7,0.45,90.04,7,29,10,0.1,19,10.75,Desktop
CUST0703,67,Non-Binary,West Kimberlychester,Bronze,21,9313.05,Books,2024-06-24,9.65,21.9,50,0.06,0.46,0,35,0.95,80.71,9,45,4,0.61,2,22.69,Desktop
