CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,CustomerSentimentScore,Churn,PushNotificationClicks,EmailOpenRate,AppUsageTime,SocialMediaAdClicks,ProductReviewCount,ReferralCount,CartAbandonmentRate,WishlistItems,AverageSessionDuration,DeviceType
CUST1451,32,Non-Binary,Lake Richardville,Bronze,36,6434.4,Toys,2024-05-07,6.7,33.95,81,0.23,-0.37,1,15,0.63,70.51,12,8,1,0.93,15,28.61,Desktop
CUST1452,47,Non-Binary,Port Jason,Bronze,73,3748.8,Toys,2025-01-06,1.23,43.21,29,0.13,-0.33,0,13,0.62,119.84,5,42,0,0.15,8,15.01,Tablet
CUST1453,58,Female,East Anthonyport,Gold,33,8941.12,Electronics,2024-03-21,7.42,47.1,41,0.25,0.36,1,19,0.78,65.62,14,9,7,0.32,6,1.17,Tablet
CUST1454,34,Male,Jacksontown,Silver,94,3151.77,Electronics,2024-03-15,4.51,56.21,51,0.06,-0.22,0,48,0.5,98.76,7,7,4,0.66,8,19.72,Desktop
CUST1455,47,Male,Jeremyside,Platinum,4,742.34,Clothing,2024-05-11,0.69,22.57,47,0.33,0.56,1,46,0.97,76.07,17,25,10,0.08,15,18.3,Desktop
CUST1456,34,Female,Morrisview,Gold,92,4483.84,Books,2024-02-09,1.41,29.93,30,0.23,0.03,1,17,0.82,82.28,5,37,5,0.41,12,23.66,Mobile
CUST1457,60,Non-Binary,Robintown,Silver,77,6802.98,Books,2024-07-21,5.17,54.79,43,0.31,0.53,0,22,0.45,6.24,14,26,2,0.61,4,3.51,Desktop
CUST1458,18,Female,South Jacquelineton,Silver,63,9980.59,Clothing,2024-05-17,3.28,6.98,20,0.31,0.27,0,14,0.52,52.7,12,43,5,0.36,18,5.52,Mobile
CUST1459,69,Female,Ericfort,Bronze,56,3782.5,Toys,2024-08-23,5.85,25.93,35,0.08,0.5,0,37,0.68,83.24,0,33,4,0.65,13,2.69,Mobile
CUST1460,47,Male,North Zachary,Silver,91,4309.18,Electronics,2024-09-23,7.37,10.07,82,0.03,0.29,0,28,0.38,41.64,13,38,10,0.79,3,28.71,Mobile
CUST1461,36,Male,North Tonyahaven,Platinum,98,1807.58,Electronics,2024-07-16,2.22,35.87,31,0.43,-0.35,0,23,0.58,56.8,14,50,8,0.62,2,9.27,Desktop
CUST1462,61,Female,Lake Brandiview,Bronze,18,2536.37,Toys,2024-06-04,3.2,13.24,60,0.17,0.87,0,2,0.41,65.91,1,10,6,0.02,14,1.88,Tablet
CUST1463,52,Non-Binary,Wrightfurt,Bronze,51,4847.76,Home Goods,2025-01-07,2.47,9.29,98,0.29,0.74,1,35,0.99,99.19,12,44,1,0.01,3,12.07,Mobile
CUST1464,28,Male,Williamsmouth,Platinum,28,1153.61,Home Goods,2024-12-21,9.67,45.98,58,0.33,-0.01,1,11,0.5,11.3,4,32,10,0.8,7,9.46,Desktop
CUST1465,22,Non-Binary,Mckenzieville,Gold,85,8384.03,Electronics,2024-11-27,6.3,17.49,97,0.42,0.58,0,36,0.53,38.0,11,27,5,0.43,19,12.71,Mobile
CUST1466,46,Male,Lake Pamelaside,Platinum,58,2585.89,Books,2024-08-14,6.58,21.83,93,0.17,0.42,1,41,0.84,66.51,0,36,0,0.47,12,8.63,Mobile
CUST1467,40,Non-Binary,West William,Bronze,40,4398.43,Toys,2024-12-08,4.63,57.74,75,0.48,-0.73,0,1,0.67,12.03,19,31,8,0.33,1,23.22,Tablet
CUST1468,55,Non-Binary,West Derrickhaven,Bronze,69,1194.55,Books,2024-02-12,5.41,3.48,42,0.45,-0.6,1,44,0.48,95.98,2,37,5,0.54,17,18.15,Desktop
CUST1469,37,Non-Binary,Francotown,Bronze,90,5593.92,Electronics,2024-05-09,0.68,52.42,4,0.41,-0.42,0,12,0.97,100.28,15,29,5,0.63,6,16.66,Mobile
CUST1470,58,Female,New Jason,Platinum,87,7714.65,Home Goods,2024-09-17,9.78,51.72,57,0.01,-0.92,1,32,0.27,4.44,20,37,1,0.18,16,25.73,Desktop
CUST1471,45,Male,Patelstad,Silver,39,7992.86,Clothing,2024-05-19,9.3,48.69,92,0.39,-0.52,0,46,0.58,101.63,19,14,1,0.48,18,18.02,Desktop
CUST1472,62,Non-Binary,Port Dawnberg,Silver,43,5190.41,Home Goods,2024-02-06,3.58,3.44,53,0.19,-0.88,1,20,0.11,24.52,5,18,0,0.22,4,27.66,Tablet
CUST1473,34,Non-Binary,East Elizabeth,Gold,30,483.43,Books,2024-07-01,9.14,4.08,87,0.35,-0.52,0,24,0.63,19.32,12,32,10,0.46,2,3.85,Desktop
CUST1474,47,Female,South Nancyton,Silver,73,363.79,Books,2024-08-17,6.63,59.53,46,0.37,-0.87,1,44,0.9,2.61,3,20,8,0.61,13,25.65,Desktop
CUST1475,37,Female,Susanton,Silver,66,9123.53,Electronics,2024-03-11,7.92,13.58,99,0.28,-0.79,1,38,0.62,35.08,3,39,0,0.79,13,14.97,Desktop
CUST1476,30,Non-Binary,Dawntown,Bronze,53,7946.05,Home Goods,2024-04-11,4.38,52.49,99,0.25,-0.93,0,32,0.77,21.35,19,27,3,0.78,4,8.13,Mobile
CUST1477,42,Non-Binary,East Robert,Bronze,19,5583.05,Electronics,2024-05-27,7.22,5.31,41,0.4,-0.14,0,2,0.84,50.41,17,12,0,0.93,4,2.5,Desktop
CUST1478,48,Male,Nelsonfort,Platinum,99,1093.73,Clothing,2024-05-31,8.01,55.81,58,0.36,0.13,0,8,0.11,51.38,1,23,6,0.9,8,3.3,Mobile
CUST1479,24,Male,New Jonathon,Bronze,70,4046.52,Clothing,2024-08-23,2.68,30.27,28,0.12,0.68,1,35,0.8,20.64,19,30,10,0.77,2,15.28,Tablet
CUST1480,33,Female,Amandashire,Bronze,88,7658.1,Books,2024-11-03,3.76,31.81,62,0.15,-0.8,0,19,0.32,116.72,10,8,1,0.2,12,2.81,Tablet
CUST1481,42,Female,Kennethview,Gold,76,990.81,Home Goods,2024-08-22,0.93,21.58,32,0.39,0.7,1,17,0.95,28.85,13,8,5,0.7,11,5.92,Tablet
CUST1482,54,Male,Port Deanna,Silver,41,1702.56,Books,2024-10-09,8.34,10.12,71,0.25,-0.24,0,0,0.82,93.63,1,42,4,0.89,12,13.03,Desktop
CUST1483,40,Male,North Darlenemouth,Bronze,1,5211.17,Toys,2024-02-27,7.62,27.49,95,0.24,-0.52,1,9,0.28,71.06,12,12,7,0.87,15,7.39,Mobile
CUST1484,54,Male,Richardstad,Silver,79,5489.29,Toys,2024-11-14,3.01,32.91,93,0.18,0.18,1,28,0.28,36.63,20,46,1,0.72,6,8.76,Desktop
CUST1485,36,Male,Rodrigueztown,Bronze,7,5216.83,Clothing,2024-09-18,2.19,23.93,45,0.08,0.52,0,33,0.41,9.89,18,5,0,0.41,16,28.83,Mobile
CUST1486,62,Non-Binary,Xavierfurt,Silver,92,8142.13,Clothing,2024-04-21,5.83,7.27,93,0.27,0.59,1,12,0.15,103.25,19,20,5,0.47,13,5.9,Tablet
CUST1487,36,Non-Binary,Mccoyshire,Silver,97,6734.93,Electronics,2024-03-06,1.18,41.74,95,0.32,-0.82,0,26,0.03,21.79,7,8,7,0.64,17,9.87,Mobile
CUST1488,19,Non-Binary,Port Nathaniel,Bronze,46,4532.84,Books,2024-08-19,8.4,53.88,19,0.22,-0.4,0,44,0.1,60.38,5,49,8,0.34,0,27.97,Tablet
CUST1489,60,Female,Mariamouth,Platinum,76,1566.51,Books,2024-08-29,5.6,58.92,42,0.34,0.44,0,8,0.38,80.05,7,43,7,0.4,10,13.29,Tablet
CUST1490,43,Male,East Laurenview,Bronze,16,401.77,Books,2024-02-13,2.09,54.4,9,0.45,0.67,1,42,0.79,110.85,4,25,0,0.34,13,8.69,Tablet
CUST1491,35,Non-Binary,West Sherrystad,Gold,100,7225.95,Clothing,2024-12-31,3.65,47.55,21,0.07,0.95,1,24,0.18,71.61,6,2,3,0.89,2,3.5,Desktop
CUST1492,18,Male,New Bryan,Gold,10,9744.59,Electronics,2025-01-14,4.73,44.7,21,0.08,-0.69,1,35,0.61,24.15,13,23,10,0.7,0,23.5,Mobile
CUST1493,54,Male,Frankshire,Silver,79,7072.61,Books,2024-09-06,3.36,43.53,42,0.13,-0.2,0,45,0.62,90.11,15,44,7,0.65,12,26.98,Tablet
CUST1494,61,Female,Phillipsberg,Silver,9,4688.21,Books,2024-12-27,0.82,39.33,95,0.06,-0.73,0,17,0.42,82.46,7,29,1,0.37,5,3.94,Desktop
CUST1495,67,Non-Binary,Thomasburgh,Platinum,68,2035.31,Electronics,2024-11-02,1.74,55.09,70,0.33,-0.71,0,39,0.48,21.2,12,37,3,0.3,3,17.18,Tablet
CUST1496,65,Non-Binary,Bennettburgh,Platinum,53,520.26,Toys,2024-10-01,1.03,59.69,37,0.32,-0.68,1,18,0.77,37.44,10,18,1,0.31,14,13.21,Mobile
CUST1497,21,Male,Sarahton,Bronze,94,4584.33,Clothing,2024-02-22,8.69,35.92,53,0.13,-0.18,0,6,0.45,71.56,8,35,1,0.22,10,19.48,Desktop
CUST1498,56,Non-Binary,South Kaylee,Silver,21,2540.38,Clothing,2024-04-30,8.66,49.98,58,0.11,0.71,1,43,0.99,78.54,1,4,9,0.8,13,3.75,Tablet
CUST1499,65,Non-Binary,Everettport,Silver,94,4673.27,Clothing,2024-04-25,5.62,56.65,75,0.06,0.94,0,43,0.7,18.44,2,20,4,0.7,5,13.76,Desktop
CUST1500,49,Male,Sanchezburgh,Bronze,25,2368.97,Books,2024-11-20,8.78,26.33,81,0.24,-0.76,1,18,0.83,105.37,18,29,10,0.15,13,4.3,Mobile
CUST1501,36,Male,North Charles,Gold,32,889.11,Books,2024-04-30,9.99,29.93,6,0.1,-1.0,1,29,0.24,67.1,15,20,2,0.91,19,9.8,Mobile
CUST1502,67,Female,West Richard,Gold,77,573.2,Books,2024-02-24,4.56,6.5,10,0.47,0.54,0,38,0.18,27.71,6,33,7,0.25,4,11.21,Desktop
CUST1503,69,Non-Binary,Greentown,Silver,100,8715.27,Toys,2024-04-02,2.14,7.5,84,0.34,0.27,0,3,0.81,41.58,3,7,1,0.1,6,18.93,Tablet
CUST1504,32,Male,Port Julie,Bronze,98,3675.1,Home Goods,2024-03-04,4.08,33.71,62,0.1,0.86,1,16,0.38,75.39,2,1,0,0.25,7,23.8,Desktop
CUST1505,56,Non-Binary,North Teresamouth,Platinum,23,5353.87,Electronics,2024-03-26,8.39,3.84,41,0.14,-0.4,1,18,0.21,19.34,2,2,0,0.59,17,2.93,Desktop
CUST1506,69,Non-Binary,Lake Garyburgh,Gold,24,2827.92,Toys,2024-06-19,5.38,38.95,98,0.49,-0.71,0,29,0.49,89.21,5,4,3,0.98,7,29.92,Tablet
CUST1507,40,Male,Andrewport,Bronze,4,3072.34,Electronics,2024-09-21,8.0,32.98,21,0.15,0.48,0,20,0.07,37.85,0,47,6,0.58,7,8.25,Tablet
CUST1508,32,Non-Binary,West Bradleybury,Platinum,84,8030.16,Toys,2024-03-05,6.48,54.05,20,0.27,-0.69,0,5,0.41,93.98,4,23,6,0.67,2,24.22,Tablet
CUST1509,58,Non-Binary,South Chloebury,Silver,64,1832.31,Books,2024-09-09,7.73,40.37,61,0.39,-0.43,1,22,0.52,10.22,14,19,6,0.79,4,16.11,Mobile
CUST1510,30,Female,Cherylchester,Platinum,94,7070.24,Toys,2024-12-26,2.87,8.77,75,0.15,-0.96,1,15,0.3,94.04,5,19,0,0.08,9,11.47,Tablet
CUST1511,57,Non-Binary,Annland,Silver,16,345.42,Toys,2024-12-19,6.64,40.42,96,0.37,-0.54,1,31,0.42,55.53,5,29,6,0.71,13,11.98,Desktop
CUST1512,34,Female,Campbellshire,Bronze,43,5694.8,Books,2025-01-02,5.94,39.06,81,0.06,-0.74,1,40,0.5,69.79,3,23,3,0.73,15,13.47,Desktop
CUST1513,61,Female,East Stephanie,Gold,12,1899.09,Home Goods,2024-07-30,7.71,14.57,22,0.11,0.4,1,38,0.07,77.44,12,4,2,0.87,12,26.04,Tablet
CUST1514,66,Male,South Michael,Gold,13,5363.75,Clothing,2024-09-19,4.37,41.09,79,0.41,-0.97,1,10,0.13,22.14,7,11,8,0.97,15,27.79,Mobile
CUST1515,64,Non-Binary,Port Donaldberg,Bronze,52,5328.41,Toys,2024-02-19,5.81,50.78,35,0.07,-0.81,1,25,0.05,56.19,2,16,7,0.97,15,25.61,Tablet
CUST1516,67,Non-Binary,East Anna,Bronze,74,3617.8,Home Goods,2024-11-22,0.99,55.64,72,0.12,-0.74,0,40,0.43,23.66,15,23,9,0.42,6,8.95,Mobile
CUST1517,60,Female,North Sarah,Silver,90,4316.49,Toys,2024-08-25,4.16,12.54,87,0.09,0.05,1,1,0.56,28.09,9,31,8,0.88,14,29.8,Desktop
CUST1518,61,Male,Lake Anthony,Platinum,88,4351.9,Electronics,2024-09-09,3.57,11.74,97,0.03,0.21,0,48,0.62,49.85,20,15,8,0.1,18,24.0,Tablet
CUST1519,26,Female,Lake Benjamin,Gold,50,2612.23,Books,2024-05-15,3.83,22.07,54,0.25,0.09,0,27,0.16,12.85,3,30,1,0.9,17,26.82,Desktop
CUST1520,58,Female,West Richardton,Platinum,53,393.87,Books,2024-07-08,0.68,52.61,41,0.13,0.34,0,1,0.46,26.7,19,43,5,0.49,17,15.78,Desktop
CUST1521,24,Female,North Brent,Bronze,49,1292.91,Clothing,2024-05-19,8.48,30.97,20,0.38,-0.47,1,34,0.99,39.05,19,36,9,0.6,18,19.02,Tablet
CUST1522,58,Non-Binary,West Andrew,Silver,90,154.12,Toys,2024-05-26,0.71,30.22,26,0.44,-0.53,1,49,0.97,26.42,7,44,4,0.28,0,7.31,Tablet
CUST1523,59,Non-Binary,Isaiahfurt,Gold,61,2069.75,Books,2024-05-14,1.25,43.52,100,0.43,-0.88,1,8,0.58,101.03,17,34,10,0.54,0,7.73,Desktop
CUST1524,20,Non-Binary,New Luiston,Bronze,18,6743.4,Clothing,2024-03-17,7.76,9.0,79,0.24,0.17,1,15,0.64,16.61,18,17,5,0.75,16,2.2,Mobile
CUST1525,37,Non-Binary,West Thomasfurt,Gold,44,8734.46,Home Goods,2024-07-09,4.67,26.32,50,0.47,-0.02,0,43,0.72,5.84,4,32,6,0.03,9,21.71,Mobile
CUST1526,68,Male,Larsentown,Platinum,24,2083.62,Clothing,2024-06-24,5.99,9.89,63,0.38,-0.81,0,33,0.47,8.22,14,2,0,0.5,20,24.44,Mobile
CUST1527,46,Female,South Williamhaven,Silver,13,4085.54,Toys,2024-05-01,6.21,7.79,32,0.36,0.86,0,9,0.97,10.64,7,45,6,0.88,6,9.28,Tablet
CUST1528,20,Male,Douglasmouth,Gold,40,8243.6,Toys,2024-01-27,1.3,17.78,86,0.16,-0.33,1,0,0.07,76.64,7,3,9,0.66,16,22.56,Tablet
CUST1529,55,Female,Garyberg,Silver,46,9202.62,Toys,2024-08-23,8.16,40.1,74,0.3,0.52,0,43,0.62,106.63,8,9,10,0.2,8,2.96,Desktop
CUST1530,41,Female,New Raymondberg,Gold,23,4450.81,Books,2024-11-05,6.66,36.4,72,0.42,0.21,1,1,0.95,110.14,0,0,5,0.28,17,21.96,Tablet
CUST1531,64,Male,Lake Shannonville,Platinum,91,2616.79,Books,2024-03-14,0.51,33.74,78,0.13,0.95,1,0,0.21,29.33,19,43,5,0.51,11,21.22,Mobile
CUST1532,26,Male,South Brandon,Bronze,56,4431.0,Electronics,2024-04-09,3.29,41.56,6,0.02,-0.77,0,43,0.68,1.99,10,14,10,0.08,3,24.35,Desktop
CUST1533,23,Female,West Shannon,Gold,33,3996.88,Home Goods,2024-04-15,9.25,42.37,18,0.27,0.88,1,40,0.59,25.49,17,10,9,0.17,11,25.23,Tablet
CUST1534,36,Non-Binary,New Nicholas,Bronze,64,8249.61,Home Goods,2024-09-26,8.67,59.79,7,0.18,0.99,0,11,0.77,63.15,12,33,9,0.96,19,4.27,Mobile
CUST1535,38,Non-Binary,Samanthaview,Platinum,12,881.44,Electronics,2024-04-25,1.9,49.11,28,0.44,-0.63,1,38,0.69,98.98,7,31,1,0.59,12,25.35,Desktop
CUST1536,65,Female,Joestad,Platinum,24,5892.96,Home Goods,2024-12-19,8.75,50.9,85,0.48,-0.44,0,30,0.29,67.38,10,41,5,0.36,19,7.19,Mobile
CUST1537,44,Female,New Williamstad,Silver,34,5293.7,Toys,2024-01-25,7.23,53.01,66,0.11,0.47,1,34,0.88,7.34,9,48,2,0.29,17,19.47,Desktop
CUST1538,29,Male,East Raymondville,Bronze,52,8323.86,Clothing,2024-02-07,4.87,42.53,43,0.31,0.04,0,0,0.38,98.97,13,3,4,0.95,3,20.68,Mobile
CUST1539,30,Male,Chambersport,Silver,26,7024.82,Clothing,2024-10-01,5.48,38.36,34,0.07,-0.18,0,26,0.39,75.56,18,28,2,0.06,6,24.68,Mobile
CUST1540,26,Non-Binary,Port Melissa,Bronze,30,4802.53,Electronics,2024-07-28,7.71,34.67,4,0.48,-0.02,0,40,0.49,19.98,5,33,7,0.99,4,12.36,Desktop
CUST1541,68,Non-Binary,East Marytown,Bronze,45,417.64,Books,2024-02-28,0.96,24.87,56,0.06,-0.25,0,30,0.11,16.34,7,49,5,0.03,5,7.36,Desktop
CUST1542,52,Male,Schwartzshire,Gold,83,9800.25,Electronics,2024-06-26,2.55,33.31,0,0.41,-0.89,0,46,0.04,75.07,4,36,10,0.88,2,18.21,Desktop
CUST1543,41,Non-Binary,East Julieborough,Silver,82,4089.54,Home Goods,2024-07-18,3.61,58.05,7,0.37,0.54,1,50,0.43,89.57,12,24,0,0.91,5,18.38,Tablet
CUST1544,51,Non-Binary,Austinton,Platinum,11,4313.08,Toys,2024-03-01,1.89,22.2,71,0.1,0.51,1,35,0.7,90.94,13,45,9,0.9,9,1.78,Mobile
CUST1545,50,Male,Jenniferport,Silver,44,3174.95,Books,2024-06-02,9.48,21.28,33,0.19,0.8,1,8,0.39,94.99,4,4,0,0.1,18,16.27,Tablet
CUST1546,35,Non-Binary,Daltonside,Bronze,58,3370.28,Electronics,2024-11-13,7.6,6.25,97,0.04,0.19,0,40,0.91,49.84,8,30,1,0.1,11,21.93,Tablet
CUST1547,28,Male,Port Kenneth,Bronze,97,5934.21,Toys,2024-11-20,2.55,9.32,11,0.01,-0.09,1,17,0.55,113.31,4,33,6,0.8,8,20.01,Tablet
CUST1548,34,Female,Porterfurt,Silver,13,7575.45,Books,2024-12-11,3.39,3.89,43,0.5,0.16,1,27,0.9,113.97,18,46,10,0.13,6,16.2,Desktop
CUST1549,70,Non-Binary,Marquezville,Gold,68,7971.52,Books,2024-11-13,3.17,13.81,73,0.3,-0.27,0,20,0.05,11.42,18,48,1,0.26,5,9.42,Tablet
CUST1550,48,Male,Port Williamchester,Platinum,33,600.72,Electronics,2024-10-02,6.47,25.91,91,0.23,-0.25,1,40,0.26,9.29,13,15,5,0.93,18,17.88,Desktop
CUST1551,69,Non-Binary,Pricestad,Gold,3,5926.29,Books,2024-12-23,2.95,31.61,10,0.19,0.81,0,20,0.37,53.15,12,9,3,0.4,18,2.04,Tablet
CUST1552,36,Female,New Jennifermouth,Silver,78,6698.71,Books,2024-10-29,5.33,24.89,16,0.32,-0.99,1,12,0.69,76.65,7,42,10,0.21,0,7.04,Desktop
CUST1553,65,Female,New William,Silver,8,1330.8,Clothing,2024-04-29,6.18,17.17,36,0.05,-0.62,1,0,0.51,39.91,18,8,10,0.06,6,22.36,Tablet
CUST1554,39,Female,North Teresa,Platinum,72,2597.93,Clothing,2024-06-30,7.6,7.09,18,0.23,0.28,0,39,0.4,108.95,0,23,6,0.57,4,20.79,Desktop
CUST1555,69,Male,Port Stephaniechester,Silver,8,294.51,Electronics,2025-01-10,7.33,41.65,53,0.28,-0.92,0,9,0.86,5.65,14,42,4,0.23,10,28.79,Tablet
CUST1556,25,Male,Port Ellenhaven,Bronze,88,6585.52,Electronics,2024-09-03,2.71,33.85,72,0.14,-0.89,0,9,0.34,41.76,8,3,4,0.57,6,12.06,Mobile
CUST1557,47,Female,South Ralphshire,Silver,48,5897.09,Books,2024-02-17,5.6,1.79,94,0.3,-0.51,1,11,0.18,6.15,4,38,3,0.58,13,3.98,Mobile
CUST1558,22,Non-Binary,North Carolynland,Platinum,13,5484.39,Clothing,2024-02-25,6.91,16.05,40,0.28,0.86,0,10,0.15,70.69,12,45,1,0.59,3,24.09,Tablet
CUST1559,27,Non-Binary,West Melissamouth,Gold,22,9420.62,Toys,2025-01-06,1.93,47.98,60,0.39,-0.25,1,7,0.13,69.2,13,6,6,0.63,9,20.39,Desktop
CUST1560,66,Female,Kingburgh,Silver,1,772.65,Electronics,2024-10-12,2.61,25.02,40,0.13,-0.74,0,8,0.74,8.02,6,50,2,0.15,8,10.64,Mobile
CUST1561,32,Female,Lake Brent,Gold,68,7177.54,Books,2025-01-14,4.68,3.51,28,0.01,0.9,1,32,0.05,75.44,6,23,3,0.49,7,19.73,Mobile
CUST1562,61,Non-Binary,West Joshuatown,Gold,2,7597.14,Clothing,2024-04-24,4.51,32.93,88,0.23,0.82,1,35,0.77,55.38,16,46,0,0.3,16,3.99,Mobile
CUST1563,64,Female,Stoutbury,Bronze,1,8593.41,Toys,2024-04-11,5.03,5.45,69,0.15,0.44,0,6,0.93,38.59,20,23,0,0.91,0,20.36,Desktop
CUST1564,61,Non-Binary,Lake Dylan,Platinum,42,6347.64,Toys,2024-09-14,8.5,37.06,43,0.33,-0.33,1,25,0.35,3.38,19,28,3,0.23,11,14.58,Mobile
CUST1565,43,Female,Port Alyssaport,Gold,50,2768.61,Clothing,2024-04-11,9.07,54.52,8,0.45,-0.06,1,39,0.68,96.42,2,14,0,0.61,2,13.32,Tablet
CUST1566,69,Non-Binary,Rogersfort,Bronze,40,129.97,Toys,2024-04-02,4.76,16.14,90,0.4,0.45,1,1,0.9,75.33,5,10,0,0.78,10,16.4,Mobile
CUST1567,53,Female,Michelletown,Silver,4,2567.98,Toys,2024-11-11,2.59,48.46,25,0.28,-0.16,0,13,0.65,10.0,4,11,4,0.23,16,20.44,Tablet
CUST1568,41,Non-Binary,Christopherton,Gold,73,9975.1,Electronics,2024-07-23,1.68,33.56,86,0.06,-0.02,1,50,0.31,83.25,16,9,10,0.53,18,26.02,Mobile
CUST1569,23,Female,Port Lisachester,Gold,73,751.21,Toys,2024-05-03,4.74,14.93,77,0.4,0.87,1,20,0.12,100.45,0,11,5,0.84,10,20.26,Desktop
CUST1570,68,Male,Riveraport,Silver,48,7866.13,Toys,2024-01-25,3.16,26.07,61,0.23,0.56,0,34,0.27,102.27,0,15,10,0.87,5,27.89,Desktop
CUST1571,43,Female,Lake Geoffreyfort,Silver,9,518.74,Clothing,2024-05-11,3.89,20.22,48,0.34,-0.14,1,13,0.64,105.32,5,44,2,0.89,14,7.94,Mobile
CUST1572,18,Non-Binary,Murphyshire,Bronze,23,6144.53,Books,2024-06-13,4.88,17.55,90,0.29,0.18,1,49,0.08,2.79,7,8,0,0.77,15,1.55,Desktop
CUST1573,34,Non-Binary,Port Lisaborough,Silver,25,5068.18,Electronics,2024-03-21,4.57,52.64,31,0.2,-0.42,0,11,0.66,84.02,20,25,8,0.41,16,17.04,Desktop
CUST1574,52,Female,Millerton,Silver,82,8097.54,Toys,2024-09-06,6.91,2.76,42,0.16,0.62,0,45,0.0,12.87,15,2,2,0.74,7,11.45,Tablet
CUST1575,25,Male,Wattsborough,Platinum,80,3046.53,Clothing,2024-02-22,8.96,24.83,20,0.19,0.34,1,9,0.92,99.15,1,5,3,0.85,9,20.34,Tablet
CUST1576,47,Female,Josephton,Gold,64,8318.3,Books,2024-06-14,4.19,35.85,78,0.16,0.14,0,14,0.95,87.05,20,29,5,0.26,1,16.09,Desktop
CUST1577,41,Non-Binary,New Austinbury,Silver,24,8234.95,Home Goods,2024-02-03,9.46,48.88,36,0.23,0.42,1,10,0.0,41.23,13,22,0,0.04,9,8.47,Desktop
CUST1578,61,Non-Binary,Isaacside,Platinum,69,9299.68,Clothing,2024-05-21,4.72,44.67,53,0.25,0.73,0,31,0.38,100.7,0,18,9,0.06,13,9.01,Desktop
CUST1579,65,Female,North Paulborough,Bronze,28,4010.5,Clothing,2024-03-03,3.48,49.89,9,0.49,-0.61,1,9,0.73,13.62,19,9,6,0.32,13,4.48,Mobile
CUST1580,61,Female,North Michaelfort,Bronze,45,6100.48,Books,2024-03-13,0.89,54.79,39,0.02,0.45,0,14,0.55,19.99,6,25,8,0.33,11,5.28,Desktop
CUST1581,34,Female,Perryland,Platinum,13,9898.01,Electronics,2024-07-03,6.34,3.05,16,0.46,-0.64,0,19,0.85,60.44,2,39,8,0.2,1,15.65,Desktop
CUST1582,55,Non-Binary,South Mark,Bronze,88,6424.93,Books,2024-07-23,9.14,49.83,92,0.46,-0.4,1,16,0.17,93.28,9,46,8,0.22,9,14.98,Tablet
CUST1583,42,Female,North James,Silver,20,6515.47,Electronics,2024-06-09,9.19,41.85,55,0.17,0.89,1,8,0.92,111.94,2,45,10,0.12,13,3.52,Desktop
CUST1584,70,Non-Binary,West David,Bronze,77,2066.77,Toys,2024-03-07,6.25,27.95,95,0.47,-0.69,0,17,0.03,7.2,14,33,8,0.24,20,9.49,Mobile
CUST1585,58,Female,Fritzside,Silver,48,5944.14,Books,2024-05-10,8.23,21.09,21,0.26,-0.44,1,4,0.83,62.56,7,33,3,0.0,7,3.54,Mobile
CUST1586,41,Non-Binary,South Lisa,Silver,74,6883.04,Home Goods,2024-07-01,3.02,26.5,2,0.43,-0.67,1,49,0.43,47.43,7,49,1,0.61,16,4.8,Mobile
CUST1587,24,Male,West Audreyfurt,Silver,23,8155.29,Toys,2024-05-09,5.21,33.89,34,0.46,-0.68,0,25,0.52,96.25,12,13,1,0.31,5,15.94,Mobile
CUST1588,61,Non-Binary,Lake Susanhaven,Bronze,57,3883.99,Home Goods,2024-07-03,7.85,41.37,7,0.28,-0.63,1,3,0.47,23.41,3,10,4,0.57,16,14.54,Desktop
CUST1589,32,Male,Michaelville,Silver,91,5609.77,Clothing,2024-02-04,4.06,38.62,65,0.06,-0.68,0,33,0.79,6.6,5,3,9,0.73,5,12.76,Tablet
CUST1590,48,Non-Binary,New Julia,Silver,99,2996.9,Books,2024-01-19,3.09,54.96,45,0.07,0.06,1,13,0.96,58.2,7,39,6,0.7,7,26.88,Mobile
CUST1591,19,Male,North Stephanie,Silver,23,4167.78,Toys,2025-01-09,3.23,21.55,18,0.26,-0.55,0,35,0.8,66.93,18,36,3,0.07,5,23.85,Mobile
CUST1592,57,Female,East Karl,Bronze,65,3881.84,Home Goods,2024-05-23,2.77,39.58,2,0.34,0.04,1,33,0.89,52.66,6,40,8,0.87,13,6.24,Mobile
CUST1593,53,Non-Binary,Dianemouth,Platinum,20,1085.81,Clothing,2024-06-11,3.21,29.74,50,0.41,0.57,1,41,0.56,70.73,6,5,6,0.19,13,28.01,Desktop
CUST1594,38,Male,Diazside,Platinum,57,2241.21,Electronics,2024-03-20,5.27,9.36,31,0.29,-0.61,0,42,0.8,34.11,17,8,7,0.05,17,8.53,Mobile
CUST1595,57,Male,Garzaborough,Gold,4,2937.88,Clothing,2024-05-22,3.68,58.99,26,0.38,0.88,1,5,0.61,114.53,2,17,6,0.8,1,21.98,Tablet
CUST1596,32,Male,South William,Silver,80,586.13,Toys,2024-11-14,6.08,5.61,33,0.26,-0.35,1,16,0.14,59.14,17,9,8,0.31,17,5.35,Desktop
CUST1597,59,Non-Binary,New Joe,Silver,5,4850.93,Toys,2024-02-09,8.56,9.44,52,0.17,0.44,1,48,0.08,107.22,18,13,4,0.17,12,29.01,Tablet
